sales_group,model,feature_version,mae,rmse,mean_sales,mae_ratio
top,XGBoost_log1p,v4_price_event_dept,5.161418169114647,8.926820636584212,15.934181818181818,0.3239211293061293
middle,XGBoost_log1p,v4_price_event_dept,0.8087401492113634,1.275600204380581,0.9229090909090909,0.8762944879161739
bottom,XGBoost_log1p,v4_price_event_dept,0.458287245781362,0.8217107193102595,0.4152121212121212,1.103742454443508
