sales_group,model,feature_version,mae,rmse,mean_sales,mae_ratio
top,XGBoost_poisson,v4_price_event_dept,5.240464019568581,8.498971440916963,15.934181818181818,0.32888190177351373
middle,XGBoost_poisson,v4_price_event_dept,0.8481744176349744,1.2490842203815262,0.9229090909090909,0.9190227141434908
bottom,XGBoost_poisson,v4_price_event_dept,0.48459311882733846,0.7998349671412963,0.4152121212121212,1.167097717216623
