group,model_variant,mae,rmse,test_sales_mean,mae_ratio,rmse_ratio
bottom,XGBoost_log1p,0.3982405960559845,0.7594029755011378,0.3398181818181818,1.171922567312956,2.2347332077347555
middle,XGBoost_log1p,0.9363988637924194,1.4472797099675194,1.1484242424242423,0.8153771308551861,1.2602308942141576
top,XGBoost_log1p,5.192724227905273,8.908636690213752,16.138666666666666,0.3217567061243354,0.5520057433625508
